trial_index,trigger_code,t_target_s,t_actual_ns,t_actual_s,jitter_ms
1,31,0.0,2967086336080000,0.0007087,0.7087
2,31,0.9,2967087235801700,0.9004304,0.4304
3,31,1.8,2967088135695100,1.8003238,0.3238
4,31,2.7,2967089035766900,2.7003956,0.3956
5,31,3.6,2967089935729800,3.6003585,0.3585
6,31,4.5,2967090835801400,4.5004301,0.4301
7,31,5.4,2967091735906000,5.4005347,0.5347
8,31,6.3,2967092635976400,6.3006051,0.6051
9,31,7.2,2967093535977700,7.2006064,0.6064
10,31,8.1,2967094435757000,8.1003857,0.3857
11,31,9.0,2967095335824300,9.000453,0.453
12,31,9.9,2967096235772700,9.9004014,0.4014
13,31,10.8,2967097135843200,10.8004719,0.4719
14,31,11.7,2967098035880500,11.7005092,0.5092
15,31,12.6,2967098935835500,12.6004642,0.4642
16,31,13.5,2967099835763900,13.5003926,0.3926
17,31,14.4,2967100735775200,14.4004039,0.4039
18,31,15.3,2967101635708800,15.3003375,0.3375
19,31,16.2,2967102535768800,16.2003975,0.3975
20,31,17.1,2967103435865100,17.1004938,0.4938
21,31,18.0,2967104336017000,18.0006457,0.6457
22,31,18.9,2967105235858400,18.9004871,0.4871
23,31,19.8,2967106135908300,19.800537,0.537
24,31,20.7,2967107036032800,20.7006615,0.6615
25,31,21.6,2967107936040000,21.6006687,0.6687
26,31,22.5,2967108835818500,22.5004472,0.4472
27,31,23.4,2967109735884800,23.4005135,0.5135
28,31,24.3,2967110635981900,24.3006106,0.6106
29,31,25.2,2967111535850100,25.2004788,0.4788
30,31,26.1,2967112435960400,26.1005891,0.5891
31,31,27.0,2967113336114700,27.0007434,0.7434
32,31,27.9,2967114235846900,27.9004756,0.4756
33,31,28.8,2967115135957900,28.8005866,0.5866
34,31,29.7,2967116035817700,29.7004464,0.4464
35,31,30.6,2967116935803000,30.6004317,0.4317
36,31,31.5,2967117836241400,31.5008701,0.8701
37,31,32.4,2967118735952500,32.4005812,0.5812
38,31,33.3,2967119635893600,33.3005223,0.522301
39,31,34.2,2967120535782700,34.2004114,0.4114
40,31,35.1,2967121435858000,35.1004867,0.4867
41,31,36.0,2967122335799300,36.000428,0.428
42,31,36.9,2967123235874100,36.9005028,0.5028
43,31,37.8,2967124135837300,37.800466,0.466
44,31,38.7,2967125036002000,38.7006307,0.6307
45,31,39.6,2967125935911300,39.60054,0.54
46,31,40.5,2967126835789000,40.5004177,0.4177
47,31,41.4,2967127736046800,41.4006755,0.6755
48,31,42.3,2967128635832900,42.3004616,0.4616
49,31,43.2,2967129535881400,43.2005101,0.5101
50,31,44.1,2967130435764700,44.1003934,0.3934
51,31,45.0,2967131335806000,45.0004347,0.4347
52,31,45.9,2967132236081800,45.9007105,0.7105
53,31,46.8,2967133135895600,46.8005243,0.5243
54,31,47.7,2967134036011800,47.7006405,0.6405
55,31,48.6,2967134936016500,48.6006452,0.6452
56,31,49.5,2967135836007200,49.5006359,0.6359
57,31,50.4,2967136736194300,50.400823,0.823
58,31,51.3,2967137635970500,51.3005992,0.5992
59,31,52.2,2967138536119400,52.2007481,0.7481
60,31,53.1,2967139436034500,53.1006632,0.6632
61,31,54.0,2967140336045200,54.0006739,0.6739
62,31,54.9,2967141236056900,54.9006856,0.6856
63,31,55.8,2967142135807900,55.8004366,0.4366
64,31,56.7,2967143035944800,56.7005735,0.5735
65,31,57.6,2967143935918900,57.6005476,0.5476
66,31,58.5,2967144835794400,58.5004231,0.4231
67,31,59.4,2967145735796500,59.4004252,0.4252
68,31,60.3,2967146635898900,60.3005276,0.5276
69,31,61.2,2967147535798500,61.2004272,0.4272
70,31,62.1,2967148435970000,62.1005987,0.5987
71,31,63.0,2967149335873100,63.0005018,0.5018
72,31,63.9,2967150235842600,63.9004713,0.4713
73,31,64.8,2967151135898400,64.8005271,0.5271
74,31,65.7,2967152035825000,65.7004537,0.4537
75,31,66.6,2967152935926500,66.6005552,0.555201
76,31,67.5,2967153835891200,67.5005199,0.5199
77,31,68.4,2967154735847200,68.4004759,0.4759
78,31,69.3,2967155635902400,69.3005311,0.5311
79,31,70.2,2967156535958000,70.2005867,0.5867
80,31,71.1,2967157435760400,71.1003891,0.3891
81,31,72.0,2967158335945500,72.0005742,0.5742
82,31,72.9,2967159235933200,72.9005619,0.5619
83,31,73.8,2967160135866500,73.8004952,0.4952
84,31,74.7,2967161035867100,74.7004958,0.4958
85,31,75.6,2967161935950900,75.6005796,0.5796
86,31,76.5,2967162836077200,76.5007059,0.7059
87,31,77.4,2967163735839100,77.4004678,0.4678
88,31,78.3,2967164635822300,78.300451,0.451
89,31,79.2,2967165535911800,79.2005405,0.5405
90,31,80.1,2967166435905300,80.100534,0.534
91,31,81.0,2967167335918500,81.0005472,0.5472
92,31,81.9,2967168235951800,81.9005805,0.5805
93,31,82.8,2967169135868200,82.8004969,0.4969
94,31,83.7,2967170035859500,83.7004882,0.4882
95,31,84.6,2967170935861800,84.6004905,0.4905
96,31,85.5,2967171835894000,85.5005227,0.5227
97,31,86.4,2967172735951400,86.4005801,0.5801
98,31,87.3,2967173635923400,87.3005521,0.5521
99,31,88.2,2967174535883100,88.2005118,0.5118
100,31,89.1,2967175435891200,89.1005199,0.5199
101,31,90.0,2967176335869600,90.0004983,0.4983
102,31,90.9,2967177235755300,90.900384,0.384
103,31,91.8,2967178135920800,91.8005495,0.5495
104,31,92.7,2967179035815400,92.7004441,0.4441
105,31,93.6,2967179935885900,93.6005146,0.5146
106,31,94.5,2967180835907600,94.5005363,0.5363
107,31,95.4,2967181735881900,95.4005106,0.5106
108,31,96.3,2967182635716100,96.3003448,0.3448
109,31,97.2,2967183535844500,97.2004732,0.4732
110,31,98.1,2967184435781700,98.1004104,0.4104
111,31,99.0,2967185335892100,99.0005208,0.5208
112,31,99.9,2967186235772000,99.9004007,0.4007
113,31,100.8,2967187135978400,100.8006071,0.6071
114,31,101.7,2967188035855000,101.7004837,0.4837
115,31,102.6,2967188935887900,102.6005166,0.5166
116,31,103.5,2967189835958800,103.5005875,0.5875
117,31,104.4,2967190735830400,104.4004591,0.4591
118,31,105.3,2967191635919200,105.3005479,0.5479
119,31,106.2,2967192535891600,106.2005203,0.5203
120,31,107.1,2967193435835500,107.1004642,0.4642
121,31,108.0,2967194335899000,108.0005277,0.5277
122,31,108.9,2967195235937100,108.9005658,0.5658
123,31,109.8,2967196135911500,109.8005402,0.5402
124,31,110.7,2967197035862600,110.7004913,0.4913
125,31,111.6,2967197935961700,111.6005904,0.5904
126,31,112.5,2967198835914400,112.5005431,0.5431
127,31,113.4,2967199735875200,113.4005039,0.5039
128,31,114.3,2967200635902100,114.3005308,0.5308
129,31,115.2,2967201535871100,115.2004998,0.4998
130,31,116.1,2967202435992300,116.100621,0.621
131,31,117.0,2967203335993500,117.0006222,0.6222
132,31,117.9,2967204235758900,117.9003876,0.3876
133,31,118.8,2967205135834000,118.8004627,0.4627
134,31,119.7,2967206035898000,119.7005267,0.5267
135,31,120.6,2967206935861000,120.6004897,0.4897
136,31,121.5,2967207836042600,121.5006713,0.6713
137,31,122.4,2967208735936000,122.4005647,0.5647
138,31,123.3,2967209635891800,123.3005205,0.5205
