trial_index,trigger_code,t_target_s,t_actual_ns,t_actual_s,jitter_ms
1,21,0.0,2360341215949400,0.001014,1.014
2,21,0.9,2360342115293400,0.900358,0.358
3,21,1.8,2360343015274800,1.8003394,0.3394
4,21,2.7,2360343915247400,2.700312,0.312
5,21,3.6,2360344815343600,3.6004082,0.4082
6,21,4.5,2360345715285100,4.5003497,0.3497
7,21,5.4,2360346615318100,5.4003827,0.3827
8,21,6.3,2360347515269700,6.3003343,0.3343
9,21,7.2,2360348415246600,7.2003112,0.3112
10,21,8.1,2360349315403500,8.1004681,0.4681
11,21,9.0,2360350215340000,9.0004046,0.4046
12,21,9.9,2360351115368600,9.9004332,0.4332
13,21,10.8,2360352015264200,10.8003288,0.3288
14,21,11.7,2360352915403800,11.7004684,0.4684
15,21,12.6,2360353815343700,12.6004083,0.4083
16,21,13.5,2360354715401100,13.5004657,0.4657
17,21,14.4,2360355615241200,14.4003058,0.3058
18,21,15.3,2360356515293600,15.3003582,0.3582
19,22,16.2,2360357415274100,16.2003387,0.3387
20,21,17.1,2360358315257600,17.1003222,0.3222
21,21,18.0,2360359215230300,18.0002949,0.2949
22,22,18.9,2360360115242000,18.9003066,0.3066
23,21,19.8,2360361015288700,19.8003533,0.3533
24,21,20.7,2360361915337200,20.7004018,0.4018
25,21,21.6,2360362815285800,21.6003504,0.3504
26,21,22.5,2360363715315000,22.5003796,0.3796
27,22,23.4,2360364615250700,23.4003153,0.3153
28,21,24.3,2360365515291300,24.3003559,0.3559
29,21,25.2,2360366415258200,25.2003228,0.3228
30,21,26.1,2360367315441400,26.100506,0.506
31,21,27.0,2360368215428500,27.0004931,0.4931
32,21,27.9,2360369115347100,27.9004117,0.4117
33,21,28.8,2360370015382400,28.800447,0.447
34,22,29.7,2360370915288400,29.700353,0.353
35,21,30.6,2360371815412400,30.600477,0.477
36,21,31.5,2360372715369800,31.5004344,0.4344
37,22,32.4,2360373615283400,32.400348,0.348
38,21,33.3,2360374515288200,33.3003528,0.352801
39,21,34.2,2360375415415200,34.2004798,0.4798
40,21,35.1,2360376315313500,35.1003781,0.3781
41,22,36.0,2360377215383800,36.0004484,0.4484
42,21,36.9,2360378115287200,36.9003518,0.3518
43,21,37.8,2360379015305600,37.8003702,0.3702
44,22,38.7,2360379915253700,38.7003183,0.3183
45,21,39.6,2360380815339300,39.6004039,0.4039
46,21,40.5,2360381715334400,40.500399,0.399
47,21,41.4,2360382615428100,41.4004927,0.4927
48,21,42.3,2360383515267600,42.3003322,0.3322
49,21,43.2,2360384415261100,43.2003257,0.3257
50,22,44.1,2360385315329900,44.1003945,0.3945
51,21,45.0,2360386215282200,45.0003468,0.3468
52,21,45.9,2360387115394200,45.9004588,0.4588
53,21,46.8,2360388015298900,46.8003635,0.3635
54,22,47.7,2360388915277100,47.7003417,0.3417
55,21,48.6,2360389815329400,48.600394,0.394
56,21,49.5,2360390715285200,49.5003498,0.3498
57,21,50.4,2360391615427000,50.4004916,0.4916
58,21,51.3,2360392515305800,51.3003704,0.3704
59,21,52.2,2360393415262200,52.2003268,0.3268
60,22,53.1,2360394315431900,53.1004965,0.4965
61,21,54.0,2360395215292100,54.0003567,0.3567
62,21,54.9,2360396115292200,54.9003568,0.3568
63,21,55.8,2360397015331600,55.8003962,0.3962
64,22,56.7,2360397915378600,56.7004432,0.4432
65,21,57.6,2360398815452900,57.6005175,0.5175
66,21,58.5,2360399715370100,58.5004347,0.4347
67,22,59.4,2360400615265800,59.4003304,0.3304
68,21,60.3,2360401515377000,60.3004416,0.4416
69,21,61.2,2360402415333800,61.2003984,0.3984
70,21,62.1,2360403315259900,62.1003245,0.3245
71,21,63.0,2360404215372200,63.0004368,0.4368
72,22,63.9,2360405115321200,63.9003858,0.3858
73,21,64.8,2360406015292900,64.8003575,0.3575
74,21,65.7,2360406915265800,65.7003304,0.3304
75,22,66.6,2360407815251300,66.6003159,0.315901
76,21,67.5,2360408715329400,67.500394,0.394
77,21,68.4,2360409615296200,68.4003608,0.3608
78,21,69.3,2360410515304300,69.3003689,0.3689
79,21,70.2,2360411415352600,70.2004172,0.4172
80,21,71.1,2360412315311000,71.1003756,0.3756
81,22,72.0,2360413215481300,72.0005459,0.5459
82,21,72.9,2360414115391200,72.9004558,0.4558
83,21,73.8,2360415015344700,73.8004093,0.4093
84,21,74.7,2360415915320700,74.7003853,0.3853
85,21,75.6,2360416815284400,75.600349,0.349
86,21,76.5,2360417715331200,76.5003958,0.3958
87,21,77.4,2360418615300000,77.4003646,0.3646
88,22,78.3,2360419515254100,78.3003187,0.3187
89,21,79.2,2360420415301300,79.2003659,0.3659
90,21,80.1,2360421315382900,80.1004475,0.4475
91,21,81.0,2360422215384000,81.0004486,0.4486
92,21,81.9,2360423115290000,81.9003546,0.3546
93,22,82.8,2360424015412700,82.8004773,0.4773
94,21,83.7,2360424915354200,83.7004188,0.4188
95,21,84.6,2360425815385700,84.6004503,0.4503
96,21,85.5,2360426715276100,85.5003407,0.3407
97,22,86.4,2360427615401300,86.4004659,0.4659
98,21,87.3,2360428515359100,87.3004237,0.4237
99,21,88.2,2360429415240500,88.2003051,0.3051
100,21,89.1,2360430315263200,89.1003278,0.3278
101,21,90.0,2360431215408800,90.0004734,0.4734
102,21,90.9,2360432115284700,90.9003493,0.3493
103,21,91.8,2360433015364500,91.8004291,0.4291
104,22,92.7,2360433915257300,92.7003219,0.3219
105,21,93.6,2360434815339800,93.6004044,0.4044
106,21,94.5,2360435715289500,94.5003541,0.3541
107,21,95.4,2360436615285200,95.4003498,0.3498
108,21,96.3,2360437515271700,96.3003363,0.3363
109,21,97.2,2360438415341900,97.2004065,0.4065
110,22,98.1,2360439315255400,98.10032,0.32
111,21,99.0,2360440215260700,99.0003253,0.3253
112,21,99.9,2360441115277000,99.9003416,0.3416
113,21,100.8,2360442015260500,100.8003251,0.3251
114,21,101.7,2360442915359800,101.7004244,0.4244
115,21,102.6,2360443815302000,102.6003666,0.3666
116,22,103.5,2360444715244400,103.500309,0.309
117,21,104.4,2360445615436500,104.4005011,0.5011
118,21,105.3,2360446515356400,105.300421,0.421
119,21,106.2,2360447415388800,106.2004534,0.4534
120,21,107.1,2360448315501000,107.1005656,0.5656
121,21,108.0,2360449215516500,108.0005811,0.5811
122,22,108.9,2360450115510200,108.9005748,0.5748
123,21,109.8,2360451015264000,109.8003286,0.3286
124,21,110.7,2360451915489400,110.700554,0.554
125,21,111.6,2360452815372300,111.6004369,0.4369
126,21,112.5,2360453715470700,112.5005353,0.5353
127,21,113.4,2360454615555200,113.4006198,0.6198
128,21,114.3,2360455515567900,114.3006325,0.6325
129,22,115.2,2360456415294200,115.2003588,0.3588
130,21,116.1,2360457315293400,116.100358,0.358
131,21,117.0,2360458215286500,117.0003511,0.3511
132,22,117.9,2360459115282400,117.900347,0.347
133,21,118.8,2360460015253900,118.8003185,0.3185
134,21,119.7,2360460915251600,119.7003162,0.3162
135,21,120.6,2360461815343400,120.600408,0.408
136,22,121.5,2360462715328800,121.5003934,0.3934
137,21,122.4,2360463615355500,122.4004201,0.4201
138,21,123.3,2360464515283600,123.3003482,0.3482
139,22,124.2,2360465415340200,124.2004048,0.4048
140,21,125.1,2360466315342200,125.1004068,0.4068
141,21,126.0,2360467215328500,126.0003931,0.3931
142,21,126.9,2360468115290400,126.900355,0.355
143,21,127.8,2360469015329400,127.800394,0.394
144,21,128.7,2360469915285900,128.7003505,0.350501
145,22,129.6,2360470815265200,129.6003298,0.3298
146,21,130.5,2360471715430700,130.5004953,0.4953
147,21,131.4,2360472615428100,131.4004927,0.4927
148,21,132.3,2360473515398800,132.3004634,0.4634
149,22,133.2,2360474415356100,133.2004207,0.420701
150,21,134.1,2360475315592500,134.1006571,0.6571
151,21,135.0,2360476215491900,135.0005565,0.5565
152,21,135.9,2360477115352500,135.9004171,0.4171
153,21,136.8,2360478015296400,136.800361,0.361
154,22,137.7,2360478915386400,137.700451,0.451
155,21,138.6,2360479815372200,138.6004368,0.4368
156,21,139.5,2360480715453100,139.5005177,0.5177
157,21,140.4,2360481615527300,140.4005919,0.5919
158,21,141.3,2360482515535400,141.3006,0.6
159,21,142.2,2360483415343400,142.200408,0.408
160,22,143.1,2360484315290900,143.1003555,0.3555
161,21,144.0,2360485215345400,144.00041,0.41
162,21,144.9,2360486115361600,144.9004262,0.4262
163,21,145.8,2360487015263100,145.8003277,0.3277
164,21,146.7,2360487915376300,146.7004409,0.4409
165,21,147.6,2360488815469100,147.6005337,0.5337
166,21,148.5,2360489715419400,148.500484,0.484
