trial_index,trigger_code,t_target_s,t_actual_ns,t_actual_s,jitter_ms
1,11,0.0,1430461988326400,0.0008261,0.8261
2,11,0.9,1430462887978400,0.9004781,0.4781
3,11,1.8,1430463787984500,1.8004842,0.4842
4,11,2.7,1430464688173300,2.700673,0.673
5,11,3.6,1430465587978400,3.6004781,0.4781
6,11,4.5,1430466487987600,4.5004873,0.4873
7,11,5.4,1430467387873600,5.4003733,0.3733
8,11,6.3,1430468287982200,6.3004819,0.4819
9,11,7.2,1430469187983600,7.2004833,0.4833
10,11,8.1,1430470088045900,8.1005456,0.5456
11,11,9.0,1430470987876600,9.0003763,0.3763
12,11,9.9,1430471887971200,9.9004709,0.4709
13,11,10.8,1430472788061300,10.800561,0.561
14,11,11.7,1430473688113200,11.7006129,0.6129
15,11,12.6,1430474587922700,12.6004224,0.4224
16,11,13.5,1430475488083200,13.5005829,0.5829
17,11,14.4,1430476387985900,14.4004856,0.4856
18,11,15.3,1430477287966400,15.3004661,0.4661
19,12,16.2,1430478188007000,16.2005067,0.5067
20,11,17.1,1430479087981700,17.1004814,0.4814
21,11,18.0,1430479987960800,18.0004605,0.4605
22,12,18.9,1430480887931600,18.9004313,0.4313
23,11,19.8,1430481787927900,19.8004276,0.4276
24,11,20.7,1430482688014000,20.7005137,0.5137
25,11,21.6,1430483588109200,21.6006089,0.6089
26,11,22.5,1430484487950300,22.50045,0.45
27,12,23.4,1430485388148800,23.4006485,0.6485
28,11,24.3,1430486288252500,24.3007522,0.7522
29,11,25.2,1430487188078500,25.2005782,0.5782
30,11,26.1,1430488088057800,26.1005575,0.5575
31,11,27.0,1430488988040400,27.0005401,0.5401
32,11,27.9,1430489888084600,27.9005843,0.5843
33,11,28.8,1430490787945400,28.8004451,0.4451
34,12,29.7,1430491688065900,29.7005656,0.5656
35,11,30.6,1430492587984200,30.6004839,0.4839
36,11,31.5,1430493488102100,31.5006018,0.6018
37,12,32.4,1430494388059100,32.4005588,0.5588
38,11,33.3,1430495287925600,33.3004253,0.425301
39,11,34.2,1430496188059500,34.2005592,0.5592
40,11,35.1,1430497087886500,35.1003862,0.3862
41,12,36.0,1430497987915600,36.0004153,0.4153
42,11,36.9,1430498887936700,36.9004364,0.4364
43,11,37.8,1430499788006700,37.8005064,0.5064
44,12,38.7,1430500688028100,38.7005278,0.5278
45,11,39.6,1430501588234200,39.6007339,0.7339
46,11,40.5,1430502487952100,40.5004518,0.4518
47,11,41.4,1430503388115900,41.4006156,0.6156
48,11,42.3,1430504288035800,42.3005355,0.5355
49,11,43.2,1430505188061200,43.2005609,0.5609
50,12,44.1,1430506087951600,44.1004513,0.4513
51,11,45.0,1430506987854000,45.0003537,0.3537
52,11,45.9,1430507887995400,45.9004951,0.4951
53,11,46.8,1430508788039700,46.8005394,0.5394
54,12,47.7,1430509688118800,47.7006185,0.6185
55,11,48.6,1430510588013400,48.6005131,0.5131
56,11,49.5,1430511488103900,49.5006036,0.6036
57,11,50.4,1430512388126900,50.4006266,0.6266
58,11,51.3,1430513288148100,51.3006478,0.6478
59,11,52.2,1430514188345400,52.2008451,0.8451
60,12,53.1,1430515088050400,53.1005501,0.5501
61,11,54.0,1430515988228800,54.0007285,0.7285
62,11,54.9,1430516888092400,54.9005921,0.5921
