trial_index,trigger_code,t_target_s,t_actual_ns,t_actual_s,jitter_ms
1,11,0.0,137329709037400,0.0007321,0.7321
2,11,0.9,137330608822200,0.9005169,0.5169
3,11,1.8,137331508756500,1.8004512,0.4512
4,11,2.7,137332408703100,2.7003978,0.3978
5,11,3.6,137333308890200,3.6005849,0.5849
6,11,4.5,137334208714600,4.5004093,0.4093
7,11,5.4,137335108920000,5.4006147,0.6147
8,11,6.3,137336008625700,6.3003204,0.3204
9,11,7.2,137336908738600,7.2004333,0.4333
10,11,8.1,137337808779600,8.1004743,0.4743
11,11,9.0,137338708756100,9.0004508,0.4508
12,11,9.9,137339608709400,9.9004041,0.4041
13,11,10.8,137340508762200,10.8004569,0.4569
14,11,11.7,137341408741500,11.7004362,0.4362
15,11,12.6,137342308789600,12.6004843,0.4843
16,11,13.5,137343208694600,13.5003893,0.3893
17,11,14.4,137344108832900,14.4005276,0.5276
18,11,15.3,137345008776500,15.3004712,0.4712
19,12,16.2,137345908816900,16.2005116,0.5116
20,11,17.1,137346808728400,17.1004231,0.4231
21,11,18.0,137347708679300,18.000374,0.374
22,12,18.9,137348608798900,18.9004936,0.4936
23,11,19.8,137349508914100,19.8006088,0.6088
24,11,20.7,137350408677300,20.700372,0.372
25,11,21.6,137351308887700,21.6005824,0.5824
26,11,22.5,137352208806300,22.500501,0.501
27,12,23.4,137353108871600,23.4005663,0.5663
28,11,24.3,137354008769200,24.3004639,0.4639
29,11,25.2,137354908824700,25.2005194,0.5194
30,11,26.1,137355808850000,26.1005447,0.5447
31,11,27.0,137356708929000,27.0006237,0.6237
32,11,27.9,137357608841700,27.9005364,0.5364
33,11,28.8,137358508757600,28.8004523,0.4523
34,12,29.7,137359408728000,29.7004227,0.4227
35,11,30.6,137360308849000,30.6005437,0.5437
36,11,31.5,137361208713400,31.5004081,0.4081
37,12,32.4,137362108893300,32.400588,0.588
38,11,33.3,137363008781400,33.3004761,0.476101
39,11,34.2,137363908823900,34.2005186,0.5186
40,11,35.1,137364808833200,35.1005279,0.5279
41,12,36.0,137365708885900,36.0005806,0.5806
42,11,36.9,137366608838800,36.9005335,0.5335
43,11,37.8,137367508809100,37.8005038,0.5038
44,12,38.7,137368408735800,38.7004305,0.4305
45,11,39.6,137369308855100,39.6005498,0.5498
46,11,40.5,137370208730700,40.5004254,0.4254
47,11,41.4,137371108768700,41.4004634,0.4634
48,11,42.3,137372008951500,42.3006462,0.6462
49,11,43.2,137372908684100,43.2003788,0.3788
50,12,44.1,137373808736900,44.1004316,0.4316
51,11,45.0,137374708882700,45.0005774,0.5774
52,11,45.9,137375608682800,45.9003775,0.3775
53,11,46.8,137376508815200,46.8005099,0.5099
54,12,47.7,137377408783300,47.700478,0.478
55,11,48.6,137378308720100,48.6004148,0.4148
56,11,49.5,137379208823800,49.5005185,0.5185
57,11,50.4,137380108841400,50.4005361,0.5361
58,11,51.3,137381008843200,51.3005379,0.5379
59,11,52.2,137381908691900,52.2003866,0.3866
60,12,53.1,137382808839100,53.1005338,0.5338
61,11,54.0,137383708772300,54.000467,0.467
62,11,54.9,137384608769900,54.9004646,0.4646
63,11,55.8,137385508835400,55.8005301,0.5301
64,12,56.7,137386408843200,56.7005379,0.5379
65,11,57.6,137387308650500,57.6003452,0.3452
66,11,58.5,137388208810300,58.500505,0.505
67,12,59.4,137389108670400,59.4003651,0.3651
68,11,60.3,137390008951500,60.3006462,0.6462
69,11,61.2,137390908775700,61.2004704,0.4704
70,11,62.1,137391808839300,62.100534,0.534
71,11,63.0,137392708710900,63.0004056,0.4056
72,12,63.9,137393608827000,63.9005217,0.5217
73,11,64.8,137394508768600,64.8004633,0.4633
74,11,65.7,137395408832900,65.7005276,0.5276
75,12,66.6,137396308718800,66.6004135,0.413501
76,11,67.5,137397208749900,67.5004446,0.4446
77,11,68.4,137398108757400,68.4004521,0.4521
78,11,69.3,137399008796900,69.3004916,0.4916
79,11,70.2,137399908848200,70.2005429,0.5429
80,11,71.1,137400808757800,71.1004525,0.4525
81,12,72.0,137401708776700,72.0004714,0.4714
82,11,72.9,137402608841400,72.9005361,0.5361
83,11,73.8,137403508699800,73.8003945,0.3945
84,11,74.7,137404408847000,74.7005417,0.5417
85,11,75.6,137405308756500,75.6004512,0.4512
86,11,76.5,137406208733200,76.5004279,0.4279
87,11,77.4,137407108965500,77.4006602,0.6602
88,12,78.3,137408008745900,78.3004406,0.4406
89,11,79.2,137408908873200,79.2005679,0.5679
90,11,80.1,137409809032700,80.1007274,0.7274
91,11,81.0,137410708915500,81.0006102,0.6102
92,11,81.9,137411608693100,81.9003878,0.3878
93,12,82.8,137412508814800,82.8005095,0.5095
94,11,83.7,137413408780000,83.7004747,0.4747
95,11,84.6,137414308709100,84.6004038,0.4038
96,11,85.5,137415208794900,85.5004896,0.4896
97,12,86.4,137416108726700,86.4004214,0.4214
98,11,87.3,137417008777400,87.3004721,0.4721
99,11,88.2,137417908791500,88.2004862,0.4862
100,11,89.1,137418808721200,89.1004159,0.4159
101,11,90.0,137419708695900,90.0003906,0.3906
102,11,90.9,137420608723800,90.9004185,0.4185
103,11,91.8,137421508644400,91.8003391,0.3391
104,12,92.7,137422408882100,92.7005768,0.5768
105,11,93.6,137423308885700,93.6005804,0.5804
106,11,94.5,137424208735400,94.5004301,0.4301
107,11,95.4,137425108805000,95.4004997,0.4997
108,11,96.3,137426008919400,96.3006141,0.6141
109,11,97.2,137426908802700,97.2004974,0.4974
110,12,98.1,137427808790000,98.1004847,0.4847
111,11,99.0,137428708830600,99.0005253,0.5253
112,11,99.9,137429608785400,99.9004801,0.4801
113,11,100.8,137430508723500,100.8004182,0.4182
114,11,101.7,137431408797200,101.7004919,0.4919
115,11,102.6,137432308747000,102.6004417,0.4417
116,12,103.5,137433208764600,103.5004593,0.4593
117,11,104.4,137434108818200,104.4005129,0.5129
118,11,105.3,137435008684300,105.300379,0.379
119,11,106.2,137435908899200,106.2005939,0.5939
120,11,107.1,137436808908200,107.1006029,0.6029
121,11,108.0,137437708684500,108.0003792,0.3792
122,12,108.9,137438609003200,108.9006979,0.6979
123,11,109.8,137439508817400,109.8005121,0.5121
124,11,110.7,137440408852600,110.7005473,0.5473
125,11,111.6,137441308896200,111.6005909,0.5909
126,11,112.5,137442208779300,112.500474,0.474
127,11,113.4,137443108844700,113.4005394,0.5394
128,11,114.3,137444008836100,114.3005308,0.5308
129,12,115.2,137444908801000,115.2004957,0.4957
130,11,116.1,137445808732700,116.1004274,0.4274
131,11,117.0,137446708790900,117.0004856,0.4856
132,12,117.9,137447608703000,117.9003977,0.3977
133,11,118.8,137448508838700,118.8005334,0.5334
134,11,119.7,137449408846400,119.7005411,0.5411
135,11,120.6,137450308701800,120.6003965,0.3965
136,12,121.5,137451208920400,121.5006151,0.6151
137,11,122.4,137452108786700,122.4004814,0.4814
138,11,123.3,137453008854800,123.3005495,0.5495
139,12,124.2,137453908824600,124.2005193,0.5193
140,11,125.1,137454808937000,125.1006317,0.6317
141,11,126.0,137455708884000,126.0005787,0.5787
142,11,126.9,137456608688800,126.9003835,0.3835
143,11,127.8,137457508866200,127.8005609,0.5609
144,11,128.7,137458408805200,128.7004999,0.499901
145,12,129.6,137459308903500,129.6005982,0.5982
146,11,130.5,137460208825700,130.5005204,0.5204
147,11,131.4,137461108658900,131.4003536,0.3536
148,11,132.3,137462008842900,132.3005376,0.5376
149,12,133.2,137462908773200,133.2004679,0.467901
150,11,134.1,137463808739200,134.1004339,0.4339
151,11,135.0,137464708781700,135.0004764,0.4764
152,11,135.9,137465608873900,135.9005686,0.5686
153,11,136.8,137466508982300,136.800677,0.677
154,12,137.7,137467409015900,137.7007106,0.7106
155,11,138.6,137468308664800,138.6003595,0.3595
156,11,139.5,137469208896200,139.5005909,0.5909
157,11,140.4,137470108829300,140.400524,0.524
158,11,141.3,137471008820100,141.3005148,0.5148
159,11,142.2,137471908879600,142.2005743,0.5743
160,12,143.1,137472808850600,143.1005453,0.5453
161,11,144.0,137473708818800,144.0005135,0.5135
162,11,144.9,137474608825000,144.9005197,0.5197
163,11,145.8,137475508765900,145.8004606,0.4606
164,11,146.7,137476408778300,146.700473,0.473
165,11,147.6,137477308774900,147.6004696,0.4696
166,11,148.5,137478208735700,148.5004304,0.4304
167,12,149.4,137479108804200,149.4004989,0.4989
168,11,150.3,137480008819000,150.3005137,0.5137
169,11,151.2,137480908835000,151.2005297,0.5297
170,11,152.1,137481808666000,152.1003607,0.3607
171,11,153.0,137482708768000,153.0004627,0.4627
172,11,153.9,137483608767300,153.900462,0.462
173,12,154.8,137484508848300,154.800543,0.543
174,11,155.7,137485408856100,155.7005508,0.5508
175,11,156.6,137486308806900,156.6005016,0.5016
176,12,157.5,137487208974400,157.5006691,0.6691
177,11,158.4,137488108820100,158.4005148,0.5148
178,11,159.3,137489008673700,159.3003684,0.3684
179,11,160.2,137489908944900,160.2006396,0.6396
180,12,161.1,137490808881300,161.100576,0.576
181,11,162.0,137491708779800,162.0004745,0.4745
182,11,162.9,137492608668700,162.9003634,0.3634
183,11,163.8,137493508819000,163.8005137,0.5137
184,11,164.7,137494408848300,164.700543,0.543
