trial_index,trigger_code,t_target_s,t_actual_ns,t_actual_s,jitter_ms
1,11,0.0,164442657843200,0.0005175,0.5175
2,11,0.9,164443557832200,0.9005065,0.5065
3,11,1.8,164444457836000,1.8005103,0.5103
4,11,2.7,164445357840400,2.7005147,0.5147
5,11,3.6,164446257718500,3.6003928,0.3928
6,11,4.5,164447157781700,4.500456,0.456
7,11,5.4,164448057788100,5.4004624,0.4624
8,11,6.3,164448957772600,6.3004469,0.4469
9,11,7.2,164449857695500,7.2003698,0.3698
10,11,8.1,164450757693500,8.1003678,0.3678
11,11,9.0,164451657711000,9.0003853,0.3853
12,11,9.9,164452557713400,9.9003877,0.3877
13,11,10.8,164453457695900,10.8003702,0.3702
14,11,11.7,164454357769800,11.7004441,0.4441
15,11,12.6,164455257660500,12.6003348,0.3348
16,11,13.5,164456157847000,13.5005213,0.5213
17,11,14.4,164457057843100,14.4005174,0.5174
18,11,15.3,164457957862900,15.3005372,0.5372
19,12,16.2,164458857895700,16.20057,0.57
20,11,17.1,164459757757800,17.1004321,0.4321
21,11,18.0,164460657784100,18.0004584,0.4584
22,12,18.9,164461557788500,18.9004628,0.4628
23,11,19.8,164462457657300,19.8003316,0.3316
24,11,20.7,164463357831700,20.700506,0.506
25,11,21.6,164464257756600,21.6004309,0.4309
26,11,22.5,164465157762700,22.500437,0.437
27,12,23.4,164466057926800,23.4006011,0.6011
28,11,24.3,164466957846800,24.3005211,0.5211
29,11,25.2,164467857658300,25.2003326,0.3326
30,11,26.1,164468757720600,26.1003949,0.3949
31,11,27.0,164469657782000,27.0004563,0.4563
32,11,27.9,164470557849000,27.9005233,0.5233
33,11,28.8,164471457672300,28.8003466,0.3466
34,12,29.7,164472357842700,29.700517,0.517
35,11,30.6,164473257716800,30.6003911,0.3911
36,11,31.5,164474157810500,31.5004848,0.4848
37,12,32.4,164475057768700,32.400443,0.443
38,11,33.3,164475957785700,33.30046,0.460001
39,11,34.2,164476857860600,34.2005349,0.5349
40,11,35.1,164477757776000,35.1004503,0.4503
41,12,36.0,164478657786800,36.0004611,0.4611
42,11,36.9,164479557813400,36.9004877,0.4877
43,11,37.8,164480457753500,37.8004278,0.4278
44,12,38.7,164481357792600,38.7004669,0.4669
45,11,39.6,164482257865200,39.6005395,0.5395
46,11,40.5,164483157759900,40.5004342,0.4342
47,11,41.4,164484057860600,41.4005349,0.5349
48,11,42.3,164484957959300,42.3006336,0.6336
