trial_index,trigger_code,t_target_s,t_actual_ns,t_actual_s,jitter_ms
1,21,0.0,2888055002709600,0.000745,0.745
2,21,0.9,2888055902289900,0.9003253,0.3253
3,21,1.8,2888056802342100,1.8003775,0.3775
4,21,2.7,2888057702251900,2.7002873,0.2873
5,21,3.6,2888058602332800,3.6003682,0.3682
6,21,4.5,2888059502449600,4.500485,0.485
7,21,5.4,2888060402358300,5.4003937,0.3937
8,21,6.3,2888061302416500,6.3004519,0.4519
9,21,7.2,2888062202305400,7.2003408,0.3408
10,21,8.1,2888063102296400,8.1003318,0.3318
11,21,9.0,2888064002377400,9.0004128,0.4128
12,21,9.9,2888064902320000,9.9003554,0.3554
13,21,10.8,2888065802414700,10.8004501,0.4501
14,21,11.7,2888066702365100,11.7004005,0.4005
15,21,12.6,2888067602263000,12.6002984,0.2984
16,21,13.5,2888068502383300,13.5004187,0.4187
17,21,14.4,2888069402380300,14.4004157,0.4157
18,21,15.3,2888070302280400,15.3003158,0.3158
19,22,16.2,2888071202280800,16.2003162,0.3162
20,21,17.1,2888072102375100,17.1004105,0.4105
21,21,18.0,2888073002406900,18.0004423,0.4423
22,22,18.9,2888073902396900,18.9004323,0.4323
23,21,19.8,2888074802308000,19.8003434,0.3434
24,21,20.7,2888075702418600,20.700454,0.454
25,21,21.6,2888076602318900,21.6003543,0.3543
26,21,22.5,2888077502372700,22.5004081,0.4081
27,22,23.4,2888078402291600,23.400327,0.327
28,21,24.3,2888079302360400,24.3003958,0.3958
29,21,25.2,2888080202299100,25.2003345,0.3345
30,21,26.1,2888081102536100,26.1005715,0.5715
31,21,27.0,2888082002362400,27.0003978,0.3978
32,21,27.9,2888082902301500,27.9003369,0.3369
33,21,28.8,2888083802291100,28.8003265,0.3265
34,22,29.7,2888084702321400,29.7003568,0.3568
35,21,30.6,2888085602368600,30.600404,0.404
36,21,31.5,2888086502435300,31.5004707,0.4707
37,22,32.4,2888087402422500,32.4004579,0.4579
38,21,33.3,2888088302317300,33.3003527,0.352701
39,21,34.2,2888089202299700,34.2003351,0.3351
40,21,35.1,2888090102338500,35.1003739,0.3739
41,22,36.0,2888091002465400,36.0005008,0.5008
42,21,36.9,2888091902372700,36.9004081,0.4081
43,21,37.8,2888092802287400,37.8003228,0.3228
44,22,38.7,2888093702289700,38.7003251,0.3251
45,21,39.6,2888094602460600,39.600496,0.496
46,21,40.5,2888095502454800,40.5004902,0.4902
47,21,41.4,2888096402399500,41.4004349,0.4349
48,21,42.3,2888097302263700,42.3002991,0.2991
49,21,43.2,2888098202461900,43.2004973,0.4973
50,22,44.1,2888099102306600,44.100342,0.342
51,21,45.0,2888100002276900,45.0003123,0.3123
52,21,45.9,2888100902253400,45.9002888,0.2888
53,21,46.8,2888101802371300,46.8004067,0.4067
54,22,47.7,2888102702319200,47.7003546,0.3546
55,21,48.6,2888103602306100,48.6003415,0.3415
56,21,49.5,2888104502274400,49.5003098,0.3098
57,21,50.4,2888105402358300,50.4003937,0.3937
58,21,51.3,2888106302355900,51.3003913,0.3913
59,21,52.2,2888107202347200,52.2003826,0.3826
60,22,53.1,2888108102370200,53.1004056,0.4056
61,21,54.0,2888109002379700,54.0004151,0.4151
62,21,54.9,2888109902415800,54.9004512,0.4512
63,21,55.8,2888110802319900,55.8003553,0.3553
64,22,56.7,2888111702360400,56.7003958,0.3958
65,21,57.6,2888112602376300,57.6004117,0.4117
66,21,58.5,2888113502328200,58.5003636,0.3636
67,22,59.4,2888114402375700,59.4004111,0.4111
68,21,60.3,2888115302318100,60.3003535,0.3535
69,21,61.2,2888116202411600,61.200447,0.447
70,21,62.1,2888117102367600,62.100403,0.403
71,21,63.0,2888118002415400,63.0004508,0.4508
72,22,63.9,2888118902442400,63.9004778,0.4778
73,21,64.8,2888119802354800,64.8003902,0.3902
