trial_index,trigger_code,t_target_s,t_actual_ns,t_actual_s,jitter_ms
1,21,0.0,2880768771902000,0.0009188,0.9188
2,21,0.9,2880769671372600,0.9003894,0.3894
3,21,1.8,2880770571320800,1.8003376,0.3376
4,21,2.7,2880771471312200,2.700329,0.329
5,21,3.6,2880772371345000,3.6003618,0.3618
6,21,4.5,2880773271355500,4.5003723,0.3723
7,21,5.4,2880774171314000,5.4003308,0.3308
8,21,6.3,2880775071300400,6.3003172,0.3172
9,21,7.2,2880775971352800,7.2003696,0.3696
10,21,8.1,2880776871443600,8.1004604,0.4604
11,21,9.0,2880777771430700,9.0004475,0.4475
12,21,9.9,2880778671383400,9.9004002,0.4002
13,21,10.8,2880779571341400,10.8003582,0.3582
14,21,11.7,2880780471498300,11.7005151,0.5151
15,21,12.6,2880781371330800,12.6003476,0.3476
16,21,13.5,2880782271393200,13.50041,0.41
17,21,14.4,2880783171305800,14.4003226,0.3226
18,21,15.3,2880784071387900,15.3004047,0.4047
19,22,16.2,2880784971347200,16.200364,0.364
20,21,17.1,2880785871437000,17.1004538,0.4538
21,21,18.0,2880786771303100,18.0003199,0.3199
22,22,18.9,2880787671366500,18.9003833,0.3833
23,21,19.8,2880788571381800,19.8003986,0.3986
24,21,20.7,2880789471426200,20.700443,0.443
25,21,21.6,2880790371427800,21.6004446,0.4446
26,21,22.5,2880791271310200,22.500327,0.327
27,22,23.4,2880792171304800,23.4003216,0.3216
28,21,24.3,2880793071378500,24.3003953,0.3953
29,21,25.2,2880793971395700,25.2004125,0.4125
30,21,26.1,2880794871408400,26.1004252,0.4252
31,21,27.0,2880795771316300,27.0003331,0.3331
32,21,27.9,2880796671336200,27.900353,0.353
33,21,28.8,2880797571357300,28.8003741,0.3741
34,22,29.7,2880798471312500,29.7003293,0.3293
35,21,30.6,2880799371486100,30.6005029,0.5029
36,21,31.5,2880800271475100,31.5004919,0.4919
37,22,32.4,2880801171397700,32.4004145,0.4145
38,21,33.3,2880802071360500,33.3003773,0.377301
39,21,34.2,2880802971450400,34.2004672,0.4672
40,21,35.1,2880803871433800,35.1004506,0.4506
41,22,36.0,2880804771449500,36.0004663,0.4663
42,21,36.9,2880805671305200,36.900322,0.322
43,21,37.8,2880806571433000,37.8004498,0.4498
44,22,38.7,2880807471332900,38.7003497,0.3497
45,21,39.6,2880808371430700,39.6004475,0.4475
46,21,40.5,2880809271302400,40.5003192,0.3192
47,21,41.4,2880810171482200,41.400499,0.499
48,21,42.3,2880811071342500,42.3003593,0.3593
49,21,43.2,2880811971330700,43.2003475,0.3475
50,22,44.1,2880812871386300,44.1004031,0.4031
51,21,45.0,2880813771392200,45.000409,0.409
52,21,45.9,2880814671360200,45.900377,0.377
53,21,46.8,2880815571301200,46.800318,0.318
54,22,47.7,2880816471433900,47.7004507,0.4507
55,21,48.6,2880817371431600,48.6004484,0.4484
56,21,49.5,2880818271355700,49.5003725,0.3725
57,21,50.4,2880819171328900,50.4003457,0.3457
58,21,51.3,2880820071299400,51.3003162,0.3162
59,21,52.2,2880820971444300,52.2004611,0.4611
60,22,53.1,2880821871429900,53.1004467,0.4467
61,21,54.0,2880822771342800,54.0003596,0.3596
62,21,54.9,2880823671348000,54.9003648,0.3648
63,21,55.8,2880824571433700,55.8004505,0.4505
64,22,56.7,2880825471336700,56.7003535,0.3535
65,21,57.6,2880826371300700,57.6003175,0.3175
66,21,58.5,2880827271319300,58.5003361,0.3361
67,22,59.4,2880828171293800,59.4003106,0.3106
68,21,60.3,2880829071309300,60.3003261,0.3261
69,21,61.2,2880829971385700,61.2004025,0.4025
70,21,62.1,2880830871302400,62.1003192,0.3192
71,21,63.0,2880831771458800,63.0004756,0.4756
72,22,63.9,2880832671383300,63.9004001,0.4001
73,21,64.8,2880833571389900,64.8004067,0.4067
74,21,65.7,2880834471333200,65.70035,0.35
75,22,66.6,2880835371334400,66.6003512,0.351201
76,21,67.5,2880836271329600,67.5003464,0.3464
77,21,68.4,2880837171315700,68.4003325,0.3325
78,21,69.3,2880838071308700,69.3003255,0.3255
79,21,70.2,2880838971408200,70.200425,0.425
80,21,71.1,2880839871501300,71.1005181,0.5181
81,22,72.0,2880840771405900,72.0004227,0.4227
82,21,72.9,2880841671475100,72.9004919,0.4919
83,21,73.8,2880842571348400,73.8003652,0.3652
84,21,74.7,2880843471401500,74.7004183,0.4183
85,21,75.6,2880844371445200,75.600462,0.462
86,21,76.5,2880845271373300,76.5003901,0.3901
