trial_index,trigger_code,t_target_s,t_actual_ns,t_actual_s,jitter_ms
1,11,0.0,359876991143000,0.0009491,0.9491
2,11,0.9,359877890858900,0.900665,0.665
3,11,1.8,359878790732300,1.8005384,0.5384
4,11,2.7,359879690672900,2.700479,0.479
5,11,3.6,359880590721800,3.6005279,0.5279
6,11,4.5,359881490663800,4.5004699,0.4699
7,11,5.4,359882390725500,5.4005316,0.5316
8,11,6.3,359883290799900,6.300606,0.606
9,11,7.2,359884190684900,7.200491,0.491
10,11,8.1,359885090739900,8.100546,0.546
11,11,9.0,359885990892800,9.0006989,0.6989
12,11,9.9,359886890729600,9.9005357,0.5357
13,11,10.8,359887790677300,10.8004834,0.4834
14,11,11.7,359888690670900,11.700477,0.477
15,11,12.6,359889590679400,12.6004855,0.4855
16,11,13.5,359890490731500,13.5005376,0.5376
17,11,14.4,359891390743300,14.4005494,0.5494
18,11,15.3,359892290622900,15.300429,0.429
19,12,16.2,359893190686100,16.2004922,0.4922
20,11,17.1,359894090743000,17.1005491,0.5491
21,11,18.0,359894990830600,18.0006367,0.6367
22,12,18.9,359895890710200,18.9005163,0.5163
23,11,19.8,359896790705300,19.8005114,0.5114
24,11,20.7,359897690815600,20.7006217,0.6217
25,11,21.6,359898590721100,21.6005272,0.5272
26,11,22.5,359899490636800,22.5004429,0.4429
27,12,23.4,359900390737400,23.4005435,0.5435
28,11,24.3,359901290670300,24.3004764,0.4764
29,11,25.2,359902190766200,25.2005723,0.5723
30,11,26.1,359903090781100,26.1005872,0.5872
31,11,27.0,359903990755100,27.0005612,0.5612
32,11,27.9,359904890841700,27.9006478,0.6478
33,11,28.8,359905790663700,28.8004698,0.4698
34,12,29.7,359906690631500,29.7004376,0.4376
35,11,30.6,359907590659900,30.600466,0.466
36,11,31.5,359908490751400,31.5005575,0.5575
37,12,32.4,359909390642700,32.4004488,0.4488
38,11,33.3,359910290627500,33.3004336,0.433601
39,11,34.2,359911190896900,34.200703,0.703
40,11,35.1,359912090705600,35.1005117,0.5117
41,12,36.0,359912990692300,36.0004984,0.4984
42,11,36.9,359913890657000,36.9004631,0.4631
43,11,37.8,359914790812500,37.8006186,0.6186
44,12,38.7,359915690786100,38.7005922,0.5922
45,11,39.6,359916590672000,39.6004781,0.4781
46,11,40.5,359917490662000,40.5004681,0.4681
47,11,41.4,359918390685500,41.4004916,0.4916
48,11,42.3,359919290829400,42.3006355,0.6355
49,11,43.2,359920190831700,43.2006378,0.6378
50,12,44.1,359921090629200,44.1004353,0.4353
51,11,45.0,359921990718700,45.0005248,0.5248
52,11,45.9,359922890778000,45.9005841,0.5841
53,11,46.8,359923790641900,46.800448,0.448
54,12,47.7,359924690749000,47.7005551,0.5551
55,11,48.6,359925590694800,48.6005009,0.5009
56,11,49.5,359926490871500,49.5006776,0.6776
57,11,50.4,359927390735300,50.4005414,0.5414
58,11,51.3,359928290736100,51.3005422,0.5422
59,11,52.2,359929190655300,52.2004614,0.4614
60,12,53.1,359930090722300,53.1005284,0.5284
61,11,54.0,359930990662900,54.000469,0.469
62,11,54.9,359931890921400,54.9007275,0.7275
63,11,55.8,359932790709800,55.8005159,0.5159
64,12,56.7,359933690677700,56.7004838,0.4838
65,11,57.6,359934590684900,57.600491,0.491
66,11,58.5,359935490633000,58.5004391,0.4391
67,12,59.4,359936390622400,59.4004285,0.4285
68,11,60.3,359937290694900,60.300501,0.501
69,11,61.2,359938190735000,61.2005411,0.5411
70,11,62.1,359939090844200,62.1006503,0.6503
71,11,63.0,359939990741600,63.0005477,0.5477
72,12,63.9,359940890617500,63.9004236,0.4236
73,11,64.8,359941790689800,64.8004959,0.4959
74,11,65.7,359942690836800,65.7006429,0.6429
75,12,66.6,359943590727700,66.6005338,0.533801
76,11,67.5,359944490704500,67.5005106,0.5106
77,11,68.4,359945390788900,68.400595,0.595
78,11,69.3,359946290807700,69.3006138,0.6138
79,11,70.2,359947190685300,70.2004914,0.4914
80,11,71.1,359948090517500,71.1003236,0.3236
81,12,72.0,359948990690500,72.0004966,0.4966
82,11,72.9,359949890678200,72.9004843,0.4843
83,11,73.8,359950790620500,73.8004266,0.4266
84,11,74.7,359951690798300,74.7006044,0.6044
85,11,75.6,359952590661800,75.6004679,0.4679
86,11,76.5,359953490735500,76.5005416,0.5416
87,11,77.4,359954390693600,77.4004997,0.4997
88,12,78.3,359955290618200,78.3004243,0.4243
89,11,79.2,359956190700200,79.2005063,0.5063
90,11,80.1,359957090694200,80.1005003,0.5003
91,11,81.0,359957990744100,81.0005502,0.5502
92,11,81.9,359958890820300,81.9006264,0.6264
93,12,82.8,359959790691000,82.8004971,0.4971
94,11,83.7,359960690734100,83.7005402,0.5402
95,11,84.6,359961590752300,84.6005584,0.5584
96,11,85.5,359962490685100,85.5004912,0.4912
97,12,86.4,359963390714000,86.4005201,0.5201
98,11,87.3,359964290684900,87.300491,0.491
99,11,88.2,359965190727000,88.2005331,0.5331
100,11,89.1,359966090669300,89.1004754,0.4754
101,11,90.0,359966990647300,90.0004534,0.4534
102,11,90.9,359967890693400,90.9004995,0.4995
103,11,91.8,359968790716200,91.8005223,0.5223
104,12,92.7,359969690601700,92.7004078,0.4078
105,11,93.6,359970590741600,93.6005477,0.5477
106,11,94.5,359971490681400,94.5004875,0.4875
107,11,95.4,359972390758700,95.4005648,0.5648
108,11,96.3,359973290623500,96.3004296,0.4296
109,11,97.2,359974190745000,97.2005511,0.5511
110,12,98.1,359975090637500,98.1004436,0.4436
111,11,99.0,359975990701500,99.0005076,0.5076
112,11,99.9,359976890652400,99.9004585,0.4585
113,11,100.8,359977790693600,100.8004997,0.4997
114,11,101.7,359978690937600,101.7007437,0.7437
115,11,102.6,359979590858000,102.6006641,0.6641
116,12,103.5,359980490688700,103.5004948,0.4948
117,11,104.4,359981390736300,104.4005424,0.5424
118,11,105.3,359982290552400,105.3003585,0.3585
119,11,106.2,359983190636200,106.2004423,0.4423
120,11,107.1,359984090628100,107.1004342,0.4342
121,11,108.0,359984990798100,108.0006042,0.6042
122,12,108.9,359985890704100,108.9005102,0.5102
123,11,109.8,359986790681500,109.8004876,0.4876
124,11,110.7,359987690663300,110.7004694,0.4694
125,11,111.6,359988590745000,111.6005511,0.5511
126,11,112.5,359989490775700,112.5005818,0.5818
127,11,113.4,359990390635800,113.4004419,0.4419
128,11,114.3,359991290711800,114.3005179,0.5179
129,12,115.2,359992190780500,115.2005866,0.5866
130,11,116.1,359993090855200,116.1006613,0.6613
131,11,117.0,359993990818900,117.000625,0.625
132,12,117.9,359994890791700,117.9005978,0.5978
133,11,118.8,359995790936100,118.8007422,0.7422
134,11,119.7,359996690923400,119.7007295,0.7295
135,11,120.6,359997590646300,120.6004524,0.4524
136,12,121.5,359998490738300,121.5005444,0.5444
137,11,122.4,359999390754200,122.4005603,0.5603
138,11,123.3,360000290489700,123.3002958,0.2958
139,12,124.2,360001190852200,124.2006583,0.6583
140,11,125.1,360002090781400,125.1005875,0.5875
141,11,126.0,360002990762900,126.000569,0.569
142,11,126.9,360003890683300,126.9004894,0.4894
143,11,127.8,360004790609100,127.8004152,0.4152
144,11,128.7,360005690786600,128.7005927,0.592701
145,12,129.6,360006590723800,129.6005299,0.5299
146,11,130.5,360007490846300,130.5006524,0.6524
147,11,131.4,360008390584100,131.4003902,0.3902
148,11,132.3,360009290617500,132.3004236,0.4236
149,12,133.2,360010190770900,133.200577,0.577001
150,11,134.1,360011090803500,134.1006096,0.6096
151,11,135.0,360011990630900,135.000437,0.437
152,11,135.9,360012890833300,135.9006394,0.6394
153,11,136.8,360013790555100,136.8003612,0.3612
154,12,137.7,360014690877000,137.7006831,0.6831
155,11,138.6,360015590767800,138.6005739,0.5739
156,11,139.5,360016490663400,139.5004695,0.4695
157,11,140.4,360017390758000,140.4005641,0.5641
158,11,141.3,360018290776700,141.3005828,0.5828
159,11,142.2,360019190555500,142.2003616,0.3616
160,12,143.1,360020090823200,143.1006293,0.6293
161,11,144.0,360020990757700,144.0005638,0.5638
162,11,144.9,360021890808800,144.9006149,0.6149
163,11,145.8,360022790801500,145.8006076,0.6076
164,11,146.7,360023690784700,146.7005908,0.5908
165,11,147.6,360024590818800,147.6006249,0.6249
166,11,148.5,360025490602800,148.5004089,0.4089
167,12,149.4,360026390837900,149.400644,0.644
